adcode,province,city,district,level,lng,lat
650400,新疆维吾尔自治区,吐鲁番市,,city,89.250261,42.972736
650402,新疆维吾尔自治区,吐鲁番市,高昌区,district,89.185891,42.942728
650421,新疆维吾尔自治区,吐鲁番市,鄯善县,district,90.242843,42.900575
650422,新疆维吾尔自治区,吐鲁番市,托克逊县,district,88.643739,42.802585
650500,新疆维吾尔自治区,哈密市,,city,93.515053,42.819346
650522,新疆维吾尔自治区,哈密市,伊吾县,district,94.697074,43.254978
650521,新疆维吾尔自治区,哈密市,巴里坤哈萨克自治县,district,93.016563,43.598756
650502,新疆维吾尔自治区,哈密市,伊州区,district,93.425934,42.835492
659011,新疆维吾尔自治区,新星市,,city,93.74831,42.797043
659003,新疆维吾尔自治区,图木舒克市,,city,79.074965,39.867776
652900,新疆维吾尔自治区,阿克苏地区,,city,80.265068,41.170712
652924,新疆维吾尔自治区,阿克苏地区,沙雅县,district,82.781774,41.221413
652925,新疆维吾尔自治区,阿克苏地区,新和县,district,82.620371,41.552097
652926,新疆维吾尔自治区,阿克苏地区,拜城县,district,81.851289,41.795289
652902,新疆维吾尔自治区,阿克苏地区,库车市,district,82.998544,41.719073
652901,新疆维吾尔自治区,阿克苏地区,阿克苏市,district,80.263387,41.16755
652928,新疆维吾尔自治区,阿克苏地区,阿瓦提县,district,80.375053,40.643647
652929,新疆维吾尔自治区,阿克苏地区,柯坪县,district,79.054019,40.501645
652922,新疆维吾尔自治区,阿克苏地区,温宿县,district,80.231563,41.273561
652927,新疆维吾尔自治区,阿克苏地区,乌什县,district,79.22118,41.222706
650100,新疆维吾尔自治区,乌鲁木齐市,,city,87.616824,43.825377
650107,新疆维吾尔自治区,乌鲁木齐市,达坂城区,district,88.311099,43.363668
650106,新疆维吾尔自治区,乌鲁木齐市,头屯河区,district,87.509035,43.836553
650104,新疆维吾尔自治区,乌鲁木齐市,新市区,district,87.592684,43.893023
650102,新疆维吾尔自治区,乌鲁木齐市,天山区,district,87.631986,43.794312
650105,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,district,87.64208,43.832714
650109,新疆维吾尔自治区,乌鲁木齐市,米东区,district,87.655122,43.97444
650121,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,district,87.464257,43.509016
650103,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,district,87.598043,43.800994
659010,新疆维吾尔自治区,胡杨河市,,city,84.827592,44.692894
659004,新疆维吾尔自治区,五家渠市,,city,87.542852,44.166489
659012,新疆维吾尔自治区,白杨市,,city,82.896936,46.727959
653000,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,,city,76.168157,39.716236
653023,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县,district,78.402073,40.937581
653022,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县,district,75.955053,39.147592
653024,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌恰县,district,75.259228,39.7205
653001,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,district,76.084541,39.667719
420000,湖北省,,,province,114.341552,30.546222
420600,湖北省,襄阳市,,city,112.121743,32.010161
420626,湖北省,襄阳市,保康县,district,111.261308,31.87831
420683,湖北省,襄阳市,枣阳市,district,112.772723,32.128968
420625,湖北省,襄阳市,谷城县,district,111.653077,32.26339
420624,湖北省,襄阳市,南漳县,district,111.838997,31.774649
420602,湖北省,襄阳市,襄城区,district,112.134025,32.009932
420606,湖北省,襄阳市,樊城区,district,112.135241,32.045065
420684,湖北省,襄阳市,宜城市,district,112.256486,31.720278
420682,湖北省,襄阳市,老河口市,district,111.683861,32.359068
420607,湖北省,襄阳市,襄州区,district,112.211365,32.088651
420300,湖北省,十堰市,,city,110.798921,32.629057
420304,湖北省,十堰市,郧阳区,district,110.812101,32.834847
420324,湖北省,十堰市,竹溪县,district,109.715322,32.318257
420303,湖北省,十堰市,张湾区,district,110.769132,32.652297
420323,湖北省,十堰市,竹山县,district,110.229696,32.225039
420302,湖北省,十堰市,茅箭区,district,110.813478,32.591847
420325,湖北省,十堰市,房县,district,110.726754,32.04017
420381,湖北省,十堰市,丹江口市,district,111.513318,32.540287
420322,湖北省,十堰市,郧西县,district,110.426005,32.993095
420500,湖北省,宜昌市,,city,111.286962,30.69217
420526,湖北省,宜昌市,兴山县,district,110.746831,31.348065
420504,湖北省,宜昌市,点军区,district,111.268338,30.69343
420527,湖北省,宜昌市,秭归县,district,110.97793,30.825882
420582,湖北省,宜昌市,当阳市,district,111.78836,30.820893
420581,湖北省,宜昌市,宜都市,district,111.450128,30.378444
420525,湖北省,宜昌市,远安县,district,111.640329,31.060904
420583,湖北省,宜昌市,枝江市,district,111.760616,30.425758
420503,湖北省,宜昌市,伍家岗区,district,111.360882,30.644048
420505,湖北省,宜昌市,猇亭区,district,111.434378,30.531133
420506,湖北省,宜昌市,夷陵区,district,111.326371,30.769875
420502,湖北省,宜昌市,西陵区,district,111.285696,30.710765
420529,湖北省,宜昌市,五峰土家族自治县,district,111.07374,30.156741
420528,湖北省,宜昌市,长阳土家族自治县,district,111.20697,30.473038
420100,湖北省,武汉市,,city,114.304569,30.593354
420117,湖北省,武汉市,新洲区,district,114.801284,30.841304
420113,湖北省,武汉市,汉南区,district,114.084582,30.308776
420114,湖北省,武汉市,蔡甸区,district,114.087279,30.536395
420106,湖北省,武汉市,武昌区,district,114.316464,30.55418
420115,湖北省,武汉市,江夏区,district,114.320884,30.37558
420102,湖北省,武汉市,江岸区,district,114.282987,30.633093
420105,湖北省,武汉市,汉阳区,district,114.21859,30.554287
420107,湖北省,武汉市,青山区,district,114.385424,30.639842
420103,湖北省,武汉市,江汉区,district,114.270763,30.601129
420104,湖北省,武汉市,硚口区,district,114.214746,30.582559
420112,湖北省,武汉市,东西湖区,district,114.136295,30.620079
420116,湖北省,武汉市,黄陂区,district,114.375698,30.882305
420111,湖北省,武汉市,洪山区,district,114.342664,30.500642
421100,湖北省,黄冈市,,city,114.872425,30.453722
421181,湖北省,黄冈市,麻城市,district,115.008011,31.172917
421102,湖北省,黄冈市,黄州区,district,114.880104,30.434354
421121,湖北省,黄冈市,团风县,district,114.872364,30.643225
421127,湖北省,黄冈市,黄梅县,district,115.944219,30.070453
421182,湖北省,黄冈市,武穴市,district,115.595451,29.869602
421124,湖北省,黄冈市,英山县,district,115.680953,30.734989
421122,湖北省,黄冈市,红安县,district,114.618134,31.288167
421126,湖北省,黄冈市,蕲春县,district,115.436423,30.226146
421125,湖北省,黄冈市,浠水县,district,115.265155,30.452212
421123,湖北省,黄冈市,罗田县,district,115.399149,30.783047
429006,湖北省,天门市,,city,113.166545,30.663706
420800,湖北省,荆门市,,city,112.199009,31.035445
420882,湖北省,荆门市,京山市,district,113.119561,31.018414
420822,湖北省,荆门市,沙洋县,district,112.588675,30.709167
420804,湖北省,荆门市,掇刀区,district,112.2079,30.973397
420802,湖北省,荆门市,东宝区,district,112.201657,31.05187
420881,湖北省,荆门市,钟祥市,district,112.588801,31.167006
420900,湖北省,孝感市,,city,113.956962,30.918311
420902,湖北省,孝感市,孝南区,district,113.910769,30.91695
420981,湖北省,孝感市,应城市,district,113.571864,30.928592
420923,湖北省,孝感市,云梦县,district,113.752958,31.021736
420984,湖北省,孝感市,汉川市,district,113.838068,30.673219
420982,湖北省,孝感市,安陆市,district,113.688955,31.25565
420921,湖北省,孝感市,孝昌县,district,113.997794,31.258225
420922,湖北省,孝感市,大悟县,district,114.127122,31.561179
429005,湖北省,潜江市,,city,112.900279,30.401954
422800,湖北省,恩施土家族苗族自治州,,city,109.488076,30.272104
422822,湖北省,恩施土家族苗族自治州,建始县,district,109.722333,30.602195
422802,湖北省,恩施土家族苗族自治州,利川市,district,108.936456,30.290974
422827,湖北省,恩施土家族苗族自治州,来凤县,district,109.407697,29.493474
422828,湖北省,恩施土家族苗族自治州,鹤峰县,district,110.034011,29.890073
422801,湖北省,恩施土家族苗族自治州,恩施市,district,109.479572,30.295148
422825,湖北省,恩施土家族苗族自治州,宣恩县,district,109.489918,29.986856
422826,湖北省,恩施土家族苗族自治州,咸丰县,district,109.140163,29.665215
422823,湖北省,恩施土家族苗族自治州,巴东县,district,110.340921,31.042854
429004,湖北省,仙桃市,,city,113.442973,30.328407
421000,湖北省,荆州市,,city,112.24143,30.336282
421024,湖北省,荆州市,江陵县,district,112.424581,30.042227
421088,湖北省,荆州市,监利市,district,112.904634,29.840229
421083,湖北省,荆州市,洪湖市,district,113.475984,29.827256
421087,湖北省,荆州市,松滋市,district,111.756455,30.174717
421022,湖北省,荆州市,公安县,district,112.229742,30.058519
421081,湖北省,荆州市,石首市,district,112.42538,29.720944
421002,湖北省,荆州市,沙市区,district,112.251975,30.326693
421003,湖北省,荆州市,荆州区,district,112.190282,30.352984
421200,湖北省,咸宁市,,city,114.322601,29.84135
421221,湖北省,咸宁市,嘉鱼县,district,113.939249,29.970575
421224,湖北省,咸宁市,通山县,district,114.482832,29.606468
421222,湖北省,咸宁市,通城县,district,113.816811,29.2454
421202,湖北省,咸宁市,咸安区,district,114.299002,29.852726
421223,湖北省,咸宁市,崇阳县,district,114.039484,29.556866
421281,湖北省,咸宁市,赤壁市,district,113.900385,29.725122
429021,湖北省,神农架林区,,city,110.675879,31.745103
421300,湖北省,随州市,,city,113.382324,31.690275
421321,湖北省,随州市,随县,district,113.29097,31.883233
421303,湖北省,随州市,曾都区,district,113.371052,31.716423
421381,湖北省,随州市,广水市,district,113.825977,31.617015
420700,湖北省,鄂州市,,city,114.894909,30.391461
420702,湖北省,鄂州市,梁子湖区,district,114.684805,30.100146
420703,湖北省,鄂州市,华容区,district,114.729945,30.53515
420704,湖北省,鄂州市,鄂城区,district,114.89157,30.400535
420200,湖北省,黄石市,,city,115.038999,30.201082
420205,湖北省,黄石市,铁山区,district,114.891603,30.203152
420203,湖北省,黄石市,西塞山区,district,115.110067,30.205114
420222,湖北省,黄石市,阳新县,district,115.215211,29.830236
420204,湖北省,黄石市,下陆区,district,114.960914,30.174148
420281,湖北省,黄石市,大冶市,district,114.98046,30.096263
420202,湖北省,黄石市,黄石港区,district,115.065653,30.223194
210000,辽宁省,,,province,123.435093,41.836743
211400,辽宁省,葫芦岛市,,city,120.836783,40.710974
211422,辽宁省,葫芦岛市,建昌县,district,119.836669,40.824484
211403,辽宁省,葫芦岛市,龙港区,district,120.894054,40.735717
211481,辽宁省,葫芦岛市,兴城市,district,120.756661,40.60999
211404,辽宁省,葫芦岛市,南票区,district,120.74971,41.10721
211402,辽宁省,葫芦岛市,连山区,district,120.869157,40.774784
211421,辽宁省,葫芦岛市,绥中县,district,120.34432,40.325576
210200,辽宁省,大连市,,city,121.614786,38.913962
210283,辽宁省,大连市,庄河市,district,122.965881,39.680825
210281,辽宁省,大连市,瓦房店市,district,121.979463,39.62701
210214,辽宁省,大连市,普兰店区,district,121.938299,39.391565
210213,辽宁省,大连市,金州区,district,121.782513,39.050211
210224,辽宁省,大连市,长海县,district,122.588487,39.272779
210211,辽宁省,大连市,甘井子区,district,121.525469,38.952998
210212,辽宁省,大连市,旅顺口区,district,121.261982,38.851742
210202,辽宁省,大连市,中山区,district,121.644996,38.918357
210203,辽宁省,大连市,西岗区,district,121.612461,38.914751
210204,辽宁省,大连市,沙河口区,district,121.594201,38.904771
210600,辽宁省,丹东市,,city,124.354419,40.000646
210682,辽宁省,丹东市,凤城市,district,124.066873,40.45218
210604,辽宁省,丹东市,振安区,district,124.470005,40.20154
210681,辽宁省,丹东市,东港市,district,124.152581,39.863193
210624,辽宁省,丹东市,宽甸满族自治县,district,124.783674,40.731319
210602,辽宁省,丹东市,元宝区,district,124.395577,40.136549
210603,辽宁省,丹东市,振兴区,district,124.383382,40.129706
210700,辽宁省,锦州市,,city,121.126859,41.096114
210711,辽宁省,锦州市,太和区,district,121.103445,41.109232
210781,辽宁省,锦州市,凌海市,district,121.35499,41.160636
210782,辽宁省,锦州市,北镇市,district,121.777503,41.588657
210702,辽宁省,锦州市,古塔区,district,121.128414,41.117481
210726,辽宁省,锦州市,黑山县,district,122.126645,41.653552
210727,辽宁省,锦州市,义县,district,121.239558,41.533553
210703,辽宁省,锦州市,凌河区,district,121.151069,41.115058
210100,辽宁省,沈阳市,,city,123.464675,41.677576
210123,辽宁省,沈阳市,康平县,district,123.343701,42.727249
210114,辽宁省,沈阳市,于洪区,district,123.308062,41.793925
210112,辽宁省,沈阳市,浑南区,district,123.449597,41.714729
210115,辽宁省,沈阳市,辽中区,district,122.766159,41.517449
210113,辽宁省,沈阳市,沈北新区,district,123.584209,41.913071
210181,辽宁省,沈阳市,新民市,district,122.835964,41.985757
210106,辽宁省,沈阳市,铁西区,district,123.334781,41.821721
210111,辽宁省,沈阳市,苏家屯区,district,123.343937,41.665153
210102,辽宁省,沈阳市,和平区,district,123.420401,41.789766
210105,辽宁省,沈阳市,皇姑区,district,123.441468,41.824574
210103,辽宁省,沈阳市,沈河区,district,123.45884,41.795688
210104,辽宁省,沈阳市,大东区,district,123.469828,41.805292
210124,辽宁省,沈阳市,法库县,district,123.440294,42.50108
211200,辽宁省,铁岭市,,city,123.726008,42.223709
211282,辽宁省,铁岭市,开原市,district,124.051886,42.577645
211281,辽宁省,铁岭市,调兵山市,district,123.567039,42.468007
211204,辽宁省,铁岭市,清河区,district,124.159232,42.54714
211221,辽宁省,铁岭市,铁岭县,district,123.728933,42.223395
211202,辽宁省,铁岭市,银州区,district,123.842472,42.286575
211223,辽宁省,铁岭市,西丰县,district,124.727491,42.738178
211224,辽宁省,铁岭市,昌图县,district,124.086628,42.779333
210900,辽宁省,阜新市,,city,121.670052,42.022028
210904,辽宁省,阜新市,太平区,district,121.678637,42.010689
210905,辽宁省,阜新市,清河门区,district,121.416105,41.7831
210903,辽宁省,阜新市,新邱区,district,121.792067,42.087549
210921,辽宁省,阜新市,阜新蒙古族自治县,district,121.757901,42.065175
210922,辽宁省,阜新市,彰武县,district,122.538563,42.386264
210911,辽宁省,阜新市,细河区,district,121.680157,42.025412
210902,辽宁省,阜新市,海州区,district,121.662594,42.017794
210500,辽宁省,本溪市,,city,123.685054,41.486921
210522,辽宁省,本溪市,桓仁满族自治县,district,125.361061,41.267048
210505,辽宁省,本溪市,南芬区,district,123.744822,41.100273
210504,辽宁省,本溪市,明山区,district,123.861747,41.343624
210521,辽宁省,本溪市,本溪满族自治县,district,124.119545,41.301553
210503,辽宁省,本溪市,溪湖区,district,123.767817,41.32931
210502,辽宁省,本溪市,平山区,district,123.769081,41.299658
211000,辽宁省,辽阳市,,city,123.239669,41.267396
211005,辽宁省,辽阳市,弓长岭区,district,123.419567,41.151787
211011,辽宁省,辽阳市,太子河区,district,123.1814403,41.29502257
211081,辽宁省,辽阳市,灯塔市,district,123.339398,41.426537
211021,辽宁省,辽阳市,辽阳县,district,123.106426,41.206246
211004,辽宁省,辽阳市,宏伟区,district,123.196725,41.217852
211003,辽宁省,辽阳市,文圣区,district,123.231262,41.282378
211002,辽宁省,辽阳市,白塔区,district,123.174347,41.270397
210400,辽宁省,抚顺市,,city,123.957053,41.881311
210422,辽宁省,抚顺市,新宾满族自治县,district,125.039994,41.734031
210411,辽宁省,抚顺市,顺城区,district,123.94504,41.883375
210404,辽宁省,抚顺市,望花区,district,123.784235,41.853484
210402,辽宁省,抚顺市,新抚区,district,123.91293,41.861922
210421,辽宁省,抚顺市,抚顺县,district,123.8999229,41.73009376
210403,辽宁省,抚顺市,东洲区,district,124.038491,41.853001
210423,辽宁省,抚顺市,清原满族自治县,district,124.924028,42.100804
211100,辽宁省,盘锦市,,city,122.170729,40.71956
211122,辽宁省,盘锦市,盘山县,district,121.996408,41.243367
211103,辽宁省,盘锦市,兴隆台区,district,122.070685,41.120261
211104,辽宁省,盘锦市,大洼区,district,122.082227,41.002679
211102,辽宁省,盘锦市,双台子区,district,122.07597,41.212401
211300,辽宁省,朝阳市,,city,120.488801,41.601855
211324,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,district,119.741223,41.12815
211382,辽宁省,朝阳市,凌源市,district,119.401574,41.245445
211303,辽宁省,朝阳市,龙城区,district,120.4133759,41.57674859
211321,辽宁省,朝阳市,朝阳县,district,120.390001,41.497923
211322,辽宁省,朝阳市,建平县,district,119.64328,41.402891
211302,辽宁省,朝阳市,双塔区,district,120.453717,41.565814
211381,辽宁省,朝阳市,北票市,district,120.771389,41.801117
210300,辽宁省,鞍山市,,city,122.994183,41.108239
210311,辽宁省,鞍山市,千山区,district,122.9447506,41.0689014
210323,辽宁省,鞍山市,岫岩满族自治县,district,123.280933,40.290995
210302,辽宁省,鞍山市,铁东区,district,122.990888,41.089578
210304,辽宁省,鞍山市,立山区,district,123.029091,41.150401
210303,辽宁省,鞍山市,铁西区,district,122.969531,41.119719
210381,辽宁省,鞍山市,海城市,district,122.685176,40.882548
210321,辽宁省,鞍山市,台安县,district,122.436037,41.412866
210800,辽宁省,营口市,,city,122.219148,40.625027
210803,辽宁省,营口市,西市区,district,122.206431,40.666707
210804,辽宁省,营口市,鲅鱼圈区,district,122.121764,40.226708
210881,辽宁省,营口市,盖州市,district,122.34845,40.400259
210802,辽宁省,营口市,站前区,district,122.259058,40.673063
210811,辽宁省,营口市,老边区,district,122.307956,40.671279
210882,辽宁省,营口市,大石桥市,district,122.482393,40.664851
370000,山东省,,,province,117.020725,36.670201
370500,山东省,东营市,,city,118.674633,37.433992
370522,山东省,东营市,利津县,district,118.255084,37.490919
370503,山东省,东营市,河口区,district,118.525519,37.886217
370502,山东省,东营市,东营区,district,118.582182,37.449035
370505,山东省,东营市,垦利区,district,118.575234,37.573412
370523,山东省,东营市,广饶县,district,118.419437,37.053915
371600,山东省,滨州市,,city,117.970731,37.382687
371603,山东省,滨州市,沾化区,district,118.098962,37.698952
371623,山东省,滨州市,无棣县,district,117.625846,37.770579
371622,山东省,滨州市,阳信县,district,117.603407,37.632773
371625,山东省,滨州市,博兴县,district,118.110715,37.154529
371602,山东省,滨州市,滨城区,district,118.019567,37.431997
371621,山东省,滨州市,惠民县,district,117.593744,37.47528
371681,山东省,滨州市,邹平市,district,117.74313,36.863393
370600,山东省,烟台市,,city,121.447755,37.464551
370614,山东省,烟台市,蓬莱区,district,120.829141,37.795697
370602,山东省,烟台市,芝罘区,district,121.400303,37.541312
370687,山东省,烟台市,海阳市,district,121.173506,36.688316
370683,山东省,烟台市,莱州市,district,119.942057,37.178187
370681,山东省,烟台市,龙口市,district,120.47614,37.645281
370682,山东省,烟台市,莱阳市,district,120.711555,36.979757
370686,山东省,烟台市,栖霞市,district,120.849595,37.335993
370685,山东省,烟台市,招远市,district,120.433904,37.354517
370611,山东省,烟台市,福山区,district,121.267638,37.49833
370613,山东省,烟台市,莱山区,district,121.444949,37.511322
370612,山东省,烟台市,牟平区,district,121.601015,37.387454
371000,山东省,威海市,,city,122.120519,37.513315
371083,山东省,威海市,乳山市,district,121.539557,36.920329
371002,山东省,威海市,环翠区,district,122.123115,37.501735
371003,山东省,威海市,文登区,district,122.08832,37.196032
371082,山东省,威海市,荣成市,district,122.487036,37.165698
370200,山东省,青岛市,,city,120.382665,36.066938
370285,山东省,青岛市,莱西市,district,120.517581,36.889167
370283,山东省,青岛市,平度市,district,119.970192,36.753895
370212,山东省,青岛市,崂山区,district,120.469282,36.107069
370215,山东省,青岛市,即墨区,district,120.447691,36.390217
370214,山东省,青岛市,城阳区,district,120.396255,36.307624
370211,山东省,青岛市,黄岛区,district,120.19777,35.960688
370281,山东省,青岛市,胶州市,district,120.033382,36.26468
370213,山东省,青岛市,李沧区,district,120.432652,36.145987
370203,山东省,青岛市,市北区,district,120.374675,36.08765
370202,山东省,青岛市,市南区,district,120.318299,36.064189
371500,山东省,聊城市,,city,115.985238,36.455857
371525,山东省,聊城市,冠县,district,115.441684,36.484011
371502,山东省,聊城市,东昌府区,district,116.006399,36.412737
371522,山东省,聊城市,莘县,district,115.669843,36.233711
371521,山东省,聊城市,阳谷县,district,115.791822,36.114392
371524,山东省,聊城市,东阿县,district,116.247655,36.335198
371526,山东省,聊城市,高唐县,district,116.230126,36.84715
371581,山东省,聊城市,临清市,district,115.704982,36.83828
371503,山东省,聊城市,茌平区,district,116.254865,36.580814
371700,山东省,菏泽市,,city,115.479646,35.234309
371703,山东省,菏泽市,定陶区,district,115.583172,35.105742
371726,山东省,菏泽市,鄄城县,district,115.544507,35.534088
371728,山东省,菏泽市,东明县,district,115.107402,35.275664
371724,山东省,菏泽市,巨野县,district,116.062585,35.388543
371702,山东省,菏泽市,牡丹区,district,115.417021,35.251911
371725,山东省,菏泽市,郓城县,district,115.938939,35.575276
371722,山东省,菏泽市,单县,district,116.106396,34.779282
371723,山东省,菏泽市,成武县,district,115.889775,34.95278
371721,山东省,菏泽市,曹县,district,115.556393,34.85875
371100,山东省,日照市,,city,119.52685,35.416912
371122,山东省,日照市,莒县,district,118.869059,35.59125
371103,山东省,日照市,岚山区,district,119.31881,35.121985
371102,山东省,日照市,东港区,district,119.462287,35.426037
371121,山东省,日照市,五莲县,district,119.213673,35.760154
370800,山东省,济宁市,,city,116.587116,35.415117
370826,山东省,济宁市,微山县,district,117.129188,34.806657
370827,山东省,济宁市,鱼台县,district,116.650526,35.012706
370831,山东省,济宁市,泗水县,district,117.250824,35.664719
370881,山东省,济宁市,曲阜市,district,116.986212,35.581933
370830,山东省,济宁市,汶上县,district,116.497277,35.711891
370828,山东省,济宁市,金乡县,district,116.337271,35.073419
370883,山东省,济宁市,邹城市,district,117.007406,35.402536
370811,山东省,济宁市,任城区,district,116.605763,35.444226
370812,山东省,济宁市,兖州区,district,116.78365,35.551938
370829,山东省,济宁市,嘉祥县,district,116.342308,35.40794
370832,山东省,济宁市,梁山县,district,116.131779,35.765957
370300,山东省,淄博市,,city,118.054994,36.813787
370305,山东省,淄博市,临淄区,district,118.309398,36.826882
370304,山东省,淄博市,博山区,district,117.8627,36.495014
370323,山东省,淄博市,沂源县,district,118.170856,36.185402
370322,山东省,淄博市,高青县,district,117.826743,37.171042
370303,山东省,淄博市,张店区,district,118.017877,36.807011
370321,山东省,淄博市,桓台县,district,118.097923,36.959794
370302,山东省,淄博市,淄川区,district,117.966978,36.644211
370306,山东省,淄博市,周村区,district,117.869686,36.80309
370700,山东省,潍坊市,,city,119.161721,36.707668
370783,山东省,潍坊市,寿光市,district,118.791062,36.857133
370786,山东省,潍坊市,昌邑市,district,119.403185,36.843256
370785,山东省,潍坊市,高密市,district,119.80584,36.365658
370703,山东省,潍坊市,寒亭区,district,119.211251,36.755925
370705,山东省,潍坊市,奎文区,district,119.132288,36.707459
370702,山东省,潍坊市,潍城区,district,119.02491,36.728077
370781,山东省,潍坊市,青州市,district,118.479637,36.685178
370724,山东省,潍坊市,临朐县,district,118.543274,36.51246
370704,山东省,潍坊市,坊子区,district,119.166343,36.653671
370782,山东省,潍坊市,诸城市,district,119.412992,36.009273
370725,山东省,潍坊市,昌乐县,district,118.841035,36.688035
370784,山东省,潍坊市,安丘市,district,119.21892,36.479642
370900,山东省,泰安市,,city,117.086963,36.201784
370983,山东省,泰安市,肥城市,district,116.769098,36.181975
370921,山东省,泰安市,宁阳县,district,116.805578,35.758919
370923,山东省,泰安市,东平县,district,116.470211,35.937049
370911,山东省,泰安市,岱岳区,district,117.041651,36.188088
370982,山东省,泰安市,新泰市,district,117.768069,35.90953
370902,山东省,泰安市,泰山区,district,117.128828,36.194963
370100,山东省,济南市,,city,117.120128,36.652069
370113,山东省,济南市,长清区,district,116.752101,36.554251
370117,山东省,济南市,钢城区,district,117.811604,36.059393
370126,山东省,济南市,商河县,district,117.157165,37.309694
370116,山东省,济南市,莱芜区,district,117.675828,36.214895
370124,山东省,济南市,平阴县,district,116.455865,36.289813
370115,山东省,济南市,济阳区,district,117.173722,36.978299
370105,山东省,济南市,天桥区,district,116.987106,36.678665
370104,山东省,济南市,槐荫区,district,116.901057,36.652264
370103,山东省,济南市,市中区,district,116.997472,36.651121
370102,山东省,济南市,历下区,district,117.07632,36.666395
370112,山东省,济南市,历城区,district,117.065233,36.680731
370114,山东省,济南市,章丘区,district,117.526228,36.681258
371400,山东省,德州市,,city,116.359244,37.436492
371481,山东省,德州市,乐陵市,district,117.232085,37.729769
371422,山东省,德州市,宁津县,district,116.800279,37.652456
371423,山东省,德州市,庆云县,district,117.384163,37.774376
371402,山东省,德州市,德城区,district,116.299558,37.451051
371426,山东省,德州市,平原县,district,116.434016,37.165453
371428,山东省,德州市,武城县,district,116.069312,37.213398
371482,山东省,德州市,禹城市,district,116.638558,36.934198
371424,山东省,德州市,临邑县,district,116.866568,37.190139
371403,山东省,德州市,陵城区,district,116.576148,37.336444
371427,山东省,德州市,夏津县,district,116.001796,36.948013
371425,山东省,德州市,齐河县,district,116.762767,36.784164
370400,山东省,枣庄市,,city,117.323759,34.810858
370403,山东省,枣庄市,薛城区,district,117.286371,34.783282
370405,山东省,枣庄市,台儿庄区,district,117.734287,34.563103
370402,山东省,枣庄市,市中区,district,117.556125,34.863791
370404,山东省,枣庄市,峄城区,district,117.590738,34.772931
370481,山东省,枣庄市,滕州市,district,117.165881,35.11412
370406,山东省,枣庄市,山亭区,district,117.461866,35.099638
371300,山东省,临沂市,,city,118.356464,35.103771
371312,山东省,临沂市,河东区,district,118.403073,35.088936
371327,山东省,临沂市,莒南县,district,118.835166,35.206252
371322,山东省,临沂市,郯城县,district,118.390701,34.619281
371328,山东省,临沂市,蒙阴县,district,117.953367,35.720128
371323,山东省,临沂市,沂水县,district,118.628142,35.790919
371321,山东省,临沂市,沂南县,district,118.465259,35.550078
371326,山东省,临沂市,平邑县,district,117.615201,35.516849
371311,山东省,临沂市,罗庄区,district,118.284693,34.997061
371324,山东省,临沂市,兰陵县,district,118.070912,34.858235
371329,山东省,临沂市,临沭县,district,118.650828,34.920171
371302,山东省,临沂市,兰山区,district,118.347332,35.052797
371325,山东省,临沂市,费县,district,117.9776,35.265851
310000,上海市,,,province,121.473667,31.230525
310100,上海市,上海城区,,city,121.472644,31.231706
310151,上海市,上海城区,崇明区,district,121.397662,31.623863
310115,上海市,上海城区,浦东新区,district,121.544346,31.221461
310116,上海市,上海城区,金山区,district,121.341774,30.742769
310110,上海市,上海城区,杨浦区,district,121.525409,31.259588
310109,上海市,上海城区,虹口区,district,121.504994,31.264917
310106,上海市,上海城区,静安区,district,121.447348,31.227718
310105,上海市,上海城区,长宁区,district,121.424751,31.220537
310120,上海市,上海城区,奉贤区,district,121.473945,30.918406
310118,上海市,上海城区,青浦区,district,121.124249,31.15098
310113,上海市,上海城区,宝山区,district,121.489431,31.405242
310107,上海市,上海城区,普陀区,district,121.39547,31.249618
310101,上海市,上海城区,黄浦区,district,121.48442,31.231661
310104,上海市,上海城区,徐汇区,district,121.436307,31.188334
310117,上海市,上海城区,松江区,district,121.227676,31.03257
310114,上海市,上海城区,嘉定区,district,121.265276,31.375566
310112,上海市,上海城区,闵行区,district,121.380857,31.112834
520000,贵州省,,,province,106.705251,26.600328
520300,贵州省,遵义市,,city,107.031922,27.721931
520329,贵州省,遵义市,余庆县,district,107.906043,27.21513
520381,贵州省,遵义市,赤水市,district,105.697501,28.590474
520328,贵州省,遵义市,湄潭县,district,107.465492,27.748942
520303,贵州省,遵义市,汇川区,district,106.933727,27.749716
520326,贵州省,遵义市,务川仡佬族苗族自治县,district,107.899353,28.562921
520382,贵州省,遵义市,仁怀市,district,106.401322,27.791883
520304,贵州省,遵义市,播州区,district,106.829081,27.535735
520302,贵州省,遵义市,红花岗区,district,106.893598,27.644793
520325,贵州省,遵义市,道真仡佬族苗族自治县,district,107.613076,28.862548
520327,贵州省,遵义市,凤冈县,district,107.71646,27.954424
520322,贵州省,遵义市,桐梓县,district,106.824661,28.132991
